hs6,description
030571,"Fish, dried, salted or in brine; smoked fish, whether or not - Fish fins, heads, tails, maws and other edible fish offal - Shark fins"
030572,"Fish, dried, salted or in brine; smoked fish, whether or not - Fish fins, heads, tails, maws and other edible fish offal - Fish heads, tails and maws"
030579,"Fish, dried, salted or in brine; smoked fish, whether or not - Fish fins, heads, tails, maws and other edible fish offal - Other"
030611,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Frozen - Rock lobster and other sea crawfish (Palinurus spp., Panulirus"
030612,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Frozen - Lobsters (Homarus spp.)"
030614,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Frozen - Crabs"
030615,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Frozen - Norway lobsters (Nephrops norvegicus)"
030616,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Frozen - Cold-water shrimps and prawns (Pandalus spp., Crangon"
030617,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Frozen - Other shrimps and prawns"
030619,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Frozen - Other"
030631,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Live, fresh or chilled - Rock lobster and other sea crawfish (Palinurus spp., Panulirus"
030632,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Live, fresh or chilled - Lobsters (Homarus spp.)"
030633,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Live, fresh or chilled - Crabs"
030634,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Live, fresh or chilled - Norway lobsters (Nephrops norvegicus)"
030635,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Live, fresh or chilled - Cold-water shrimps and prawns (Pandalus spp., Crangon"
030636,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Live, fresh or chilled - Other shrimps and prawns"
030639,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Live, fresh or chilled - Other"
030691,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Other - Rock lobster and other sea crawfish (Palinurus spp., Panulirus"
030692,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Other - Lobsters (Homarus spp.)"
030693,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Other - Crabs"
030694,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Other - Norway lobsters (Nephrops norvegicus)"
030695,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Other - Shrimps and prawns"
030699,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, - Other - Other"
030711,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Oysters - Live, fresh or chilled"
030712,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Oysters - Frozen"
030719,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Oysters - Other"
030721,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Scallops and other molluscs of the family Pectinidae - Live, fresh or chilled"
030722,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Scallops and other molluscs of the family Pectinidae - Frozen"
030729,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Scallops and other molluscs of the family Pectinidae - Other"
030731,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Mussels (Mytilus spp., Perna spp.) - Live, fresh or chilled"
030732,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Mussels (Mytilus spp., Perna spp.) - Frozen"
030739,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Mussels (Mytilus spp., Perna spp.) - Other"
030742,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Cuttle fish and squid - Live, fresh or chilled"
030743,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Cuttle fish and squid - Frozen"
030749,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Cuttle fish and squid - Other"
030751,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Octopus (Octopus spp.) - Live, fresh or chilled"
030752,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Octopus (Octopus spp.) - Frozen"
030759,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Octopus (Octopus spp.) - Other"
030760,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Octopus (Octopus spp.) - Snails, other than sea snails"
030771,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Octopus (Octopus spp.) - Live, fresh or chilled"
030772,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Octopus (Octopus spp.) - Frozen"
030779,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Octopus (Octopus spp.) - Other"
030781,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) - Live, fresh or chilled abalone (Haliotis spp.)"
030782,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) - Live, fresh or chilled stromboid conchs (Strombus spp.)"
030783,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) - Frozen abalone (Haliotis spp.)"
030784,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) - Frozen stromboid conchs (Strombus spp.)"
030787,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) - Other abalone (Haliotis spp.)"
030788,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) - Other stromboid conchs (Strombus spp.)"
030791,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Other - Live, fresh or chilled"
030792,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Other - Frozen"
030799,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, - Other - Other"
030811,"Aquatic invertebrates other than crustaceans and molluscs, live, - Sea cucumbers (Stichopus japonicus, Holothuroidea) - Live, fresh or chilled"
030812,"Aquatic invertebrates other than crustaceans and molluscs, live, - Sea cucumbers (Stichopus japonicus, Holothuroidea) - Frozen"
030819,"Aquatic invertebrates other than crustaceans and molluscs, live, - Sea cucumbers (Stichopus japonicus, Holothuroidea) - Other"
030821,"Aquatic invertebrates other than crustaceans and molluscs, live, - Sea cucumbers (Stichopus japonicus, Holothuroidea) - Live, fresh or chilled"
030822,"Aquatic invertebrates other than crustaceans and molluscs, live, - Sea cucumbers (Stichopus japonicus, Holothuroidea) - Frozen"
030829,"Aquatic invertebrates other than crustaceans and molluscs, live, - Sea cucumbers (Stichopus japonicus, Holothuroidea) - Other"
030830,"Aquatic invertebrates other than crustaceans and molluscs, live, - Sea cucumbers (Stichopus japonicus, Holothuroidea) - Jellyfish (Rhopilema spp.)"
030890,"Aquatic invertebrates other than crustaceans and molluscs, live, - Sea cucumbers (Stichopus japonicus, Holothuroidea) - Other"
030910,"Flours, meals and pellets of fish, crustaceans, molluscs and - Of fish"
030990,"Flours, meals and pellets of fish, crustaceans, molluscs and - Other"
040110,"Milk and cream, not concentrated nor containing added sugar or - Of a fat content, by weight, not exceeding 1 %"
040120,"Milk and cream, not concentrated nor containing added sugar or - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %"
040140,"Milk and cream, not concentrated nor containing added sugar or - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %"
040150,"Milk and cream, not concentrated nor containing added sugar or - Of a fat content, by weight, exceeding 10 %"
040210,"Milk and cream, concentrated or containing added sugar or - In powder, granules or other solid forms, of a fat content, by weight,"
040221,"Milk and cream, concentrated or containing added sugar or - Not containing added sugar or other sweetening matter"
040229,"Milk and cream, concentrated or containing added sugar or - Other"
040291,"Milk and cream, concentrated or containing added sugar or - Other - Not containing added sugar or other sweetening matter"
040299,"Milk and cream, concentrated or containing added sugar or - Other - Other"
040320,"Yogurt; buttermilk, curdled milk and cream, kephir and other - Yogurt"
040390,"Yogurt; buttermilk, curdled milk and cream, kephir and other - Other"
040410,"Whey, whether or not concentrated or containing added sugar or - 1.- For the purposes of subheading , the expression “modified whey” means products consisting of"
040490,"Whey, whether or not concentrated or containing added sugar or - Other"
040510,Butter and other fats and oils derived from milk; dairy spreads - 2.- For the purposes of subheading the term “butter” does not include dehydrated butter or ghee
040520,Butter and other fats and oils derived from milk; dairy spreads - Dairy spreads
040590,Butter and other fats and oils derived from milk; dairy spreads - (subheading ).
040610,"Cheese and curd - Fresh (unripened or uncured) cheese, including whey cheese, and"
040620,"Cheese and curd - Grated or powdered cheese, of all kinds"
040630,"Cheese and curd - Processed cheese, not grated or powdered"
040640,Cheese and curd - Blue-veined cheese and other cheese containing veins produced by
040690,Cheese and curd - Other cheese
040711,"Birds' eggs, in shell, fresh, preserved or cooked - Fertilised eggs for incubation - Of fowls of the species Gallus domesticus"
040719,"Birds' eggs, in shell, fresh, preserved or cooked - Fertilised eggs for incubation - Other"
040721,"Birds' eggs, in shell, fresh, preserved or cooked - Other fresh eggs - Of fowls of the species Gallus domesticus"
040729,"Birds' eggs, in shell, fresh, preserved or cooked - Other fresh eggs - Other"
040790,"Birds' eggs, in shell, fresh, preserved or cooked - Other fresh eggs - Others"
040811,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by - Egg yolks - Dried"
040819,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by - Egg yolks - Other"
040891,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by - Other - Dried"
040899,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by - Other - Other"
040900,0409.00 Natural honey - 04.09 Natural honey.
041010,"Insects and other edible products of animal origin, not - Insects"
041090,"Insects and other edible products of animal origin, not - Other"
050100,"0501.00 Human hair, unworked, whether or not washed or scoured; - 05.01 Human hair, unworked, whether or not washed or scoured;"
050210,"Pigs', hogs' or boars' bristles and hair; badger hair and other - Pigs', hogs' or boars' bristles and hair and waste thereof"
050290,"Pigs', hogs' or boars' bristles and hair; badger hair and other - Other"
050400,"0504.00 Guts, bladders and stomachs of animals (other than fish), whole - 05.04 Guts, bladders and stomachs of animals (other than fish), whole"
050510,"Skins and other parts of birds, with their feathers or down, - Feathers of a kind used for stuffing; down"
050590,"Skins and other parts of birds, with their feathers or down, - Other"
050610,"Bones and horn-cores, unworked, defatted, simply prepared (but - Ossein and bones treated with acid"
050690,"Bones and horn-cores, unworked, defatted, simply prepared (but - Other"
050710,"Ivory, tortoise-shell, whalebone and whalebone hair, horns, - Ivory; ivory powder and waste"
050790,"Ivory, tortoise-shell, whalebone and whalebone hair, horns, - Other"
050800,"0508.00 Coral and similar materials, unworked or simply prepared but - 05.08 Coral and similar materials, unworked or simply prepared but"
051000,"0510.00 Ambergris, castoreum, civet and musk; cantharides; bile, - 05.10 Ambergris, castoreum, civet and musk; cantharides; bile,"
051110,Animal products not elsewhere specified or included; dead - Bovine semen
051191,"Animal products not elsewhere specified or included; dead - Other - Products of fish or crustaceans, molluscs or other aquatic"
051199,Animal products not elsewhere specified or included; dead - Other - Other
060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, - Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant"
060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, - Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in"
060210,"Other live plants (including their roots), cuttings and slips; - Unrooted cuttings and slips"
060220,"Other live plants (including their roots), cuttings and slips; - Trees, shrubs and bushes, grafted or not, of kinds which bear edible"
060230,"Other live plants (including their roots), cuttings and slips; - Rhododendrons and azaleas, grafted or not"
060240,"Other live plants (including their roots), cuttings and slips; - Roses, grafted or not"
060290,"Other live plants (including their roots), cuttings and slips; - Other"
060311,Cut flowers and flower buds of a kind suitable for bouquets or - Fresh - Roses
060312,Cut flowers and flower buds of a kind suitable for bouquets or - Fresh - Carnations
060313,Cut flowers and flower buds of a kind suitable for bouquets or - Fresh - Orchids
060314,Cut flowers and flower buds of a kind suitable for bouquets or - Fresh - Chrysanthemums
060315,Cut flowers and flower buds of a kind suitable for bouquets or - Fresh - Lilies (Lilium spp.)
060319,Cut flowers and flower buds of a kind suitable for bouquets or - Fresh - Other
060390,Cut flowers and flower buds of a kind suitable for bouquets or - Fresh - Other
060420,"Foliage, branches and other parts of plants, without flowers or - Fresh"
060490,"Foliage, branches and other parts of plants, without flowers or - Other"
070110,"Potatoes, fresh or chilled - Seed"
